店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
太熟悉烤鸭·鱼头泡饼(惠新店),267184,家常菜,太熟悉家常菜,28977,http://p1.meituan.net/poi/137510e047e02974f33a169c816a809977600.png,4.2,78,58,对外经贸,14,39.97797,116.424208,朝阳区惠新东街19号（惠侨饭店南）,,"74,118,",免费停车,2-3人餐58元，双人餐198元起，4人餐339元起;96代100元;,周一至周日 10:00-23:00,010-64910580/64910368,53746,太熟悉家常菜专注于研究发展有潜力、有特色、并迎合京城百姓口味的菜系，口碑优越颇多好评。太熟悉家常菜扎根京城各大繁华地段，以经营精品家常菜、川菜、粤菜、烤鸭为主，用于一支专业化、知识化、年轻化的管理团队。太熟悉家常菜多年如一日，坚持秉承“为每一位顾客提供满意的就餐体验”的经营宗旨，致力于提升、完善产品质量和服务水准，打造持久的、高水准的“太熟悉”餐饮品牌，以回馈广大新老顾客的厚爱与社会各界的支持。,,False,1,217,53746,True,False
吉野家(学院路店),289008,日式快餐,吉野家,26363,http://p1.meituan.net/poi/701df473397a9a489e7ed59bae855d8741844.png,4.1,28,1.99,学院路,17,39.9818,116.35494,海淀区学院路甲38号长城电脑大厦内（近花园北路）,,"113,",,单人餐1.9元起，13元鱼香肉丝套餐，18元B8鸭腿饭，21元B12大碗鸡肉饭，24.9元B13辣猪双拼，29元B2鸡粒辣猪套餐，2-3人餐65元;,周一至周日 07:30-24:00,010-82968118,53380,吉野家是一家享有百年历史的著名日本牛肉饭专门店，始创於1899年，良心品质风行百年。吉野家一直以良心品质为本，所有食品均采用精选上等材料烹制而成，即叫即制，务求给予顾客最新鲜、**品质的食品。为了能令顾客无论何时何地都能品尝到少有的味美，吉野家一直始终如一地追求贯注「良心」的「真正品质」，为大家提供快速的服务，舒适的环境以及品质优良、价格合理的美食。日式快餐店。厅堂“干净明亮”，服务“快捷周到”，食物“原汁原味”，“营养健康”。牛肉饭“最经典”，肉“又嫩又香”，米饭“粒粒分明”。一些分店还连着DQ，吃完饭来份“暴风雪”，“爽就一个字”。,,False,1,641,53380,True,False
汉拿山(华联公益西桥店),350147,韩式烤肉,汉拿山,25856,http://p0.meituan.net/poi/2c0577def9e51d5dbb131e5d8fcf419a54667.png,3.8,94,95,草桥/公益西桥,20,39.834247,116.369831,丰台区城南嘉园益城园14号公益西街华联公益西桥购物中心四层,4,"184,65,",免费停车,双人餐228元，4人餐428元;95代100元;,周一至周日 09:30-21:30  2019-02-04 10:00-18:00 2019-02-05至2019-02-06 10:00-18:30,010-58310846,53372,“大牌美食护照”是美团推出的特别产品，目前只在北京、上海、深圳三个城市出现，有多种面值，并有折扣优惠。“大牌美食护照”会覆盖更多的城市、更多的大牌美食。对于广大美团的会员，我们希望这本护照越来越争气，可以在越来越多的大牌美食店实现“落地签”。 另外，“大牌美食护照”特别适合用来送礼，当你购买后，你可以通过微信把你这张护照的密码发给你想感谢的人，他们拿着护照密码到这些城市的大牌美食店验证，就可以享用好吃的啦。,,False,1,184,53372,True,False
蜀国演义酒楼(黄寺旗舰店),267080,川菜,蜀国演义,995117,http://p0.meituan.net/poi/f46c83f2b6647bcd0a782550546629e336598.png,4.7,89,138,西城区,16,39.963498,116.384784,西城区黄寺大街23号北广福丽特大厦5楼（近福丽特商业街）,,,免费停车,双人餐138元，4人餐319元，6-8人餐519元;,周一至周日 10:00-22:00,010-82231888,53355,蜀国演义，中国最有意境的川菜馆。 成立于2001年，精益求精的新派川菜，体贴细腻的人性化服务，时尚典雅的就餐环境，特色的川剧变脸和民俗演艺，将深厚的蜀汉历史文化、巴蜀人文风情展现得淋漓尽致。几年来，经过努力和拼搏，蜀国演义酒楼已经成为深受首都消费者青睐并享誉京城餐饮业的知名品牌企业。,,False,1,83,53355,True,False
俏江南(阳光广场店),1556899,川菜,俏江南,23772,http://p0.meituan.net/poi/7a0dc8e372a9cf30fad8997a4fd6d54548943.png,4.7,125,88,亚运村,14,39.997712,116.409993,朝阳区安立路68号阳光广场1楼东侧门（近阳光广场）,1,"1480,1477,72,",,每满100减10（买单立享）;双人餐88元起，3-4人餐168元，4人餐388元，6人餐568元，8-10人餐666元，10人餐1688元起;90代100元;,周一至周日 08:00-22:00,010-64951201/010-64951202,53339,俏江南在立足于中国传统美食文化的基础上，勇于突破、大胆创新，将经典中华美食与时尚现代的设计经营理念相结合，不但追求菜品的创新与融合，还在餐厅设计上标新立异，将中国古典的江南小桥流水进行西式设计，每一间餐厅均采用不同的装饰风格，并聘请国际级设计师量身定做，以中西合璧、风格各异的餐厅环境，为消费者带来时尚、健康、高雅的就餐体验~,,False,1,73,53339,True,False
小木船潮汕牛肉火锅(马连洼店),103302178,潮汕牛肉火锅,,0,,4.9,116,93,农业大学西区,17,40.033286,116.281568,海淀区海淀区马连洼北路,,"4165,",,93代100元;,周一至周日 09:00-22:30  2019-02-07至2019-02-08 休息,010-62673801,53267,,,False,0,602,53267,True,False
攀成钢小郡肝串串香(海淀直营总店),168174155,串串香,,0,,4.1,98,89,五道口,17,39.993681,116.33874,海淀区成府路29号（国际食尚苑B区3层南侧）,,"133,1482,",,158元尊享午市双人套餐，176元必吃双人餐，288元超值4人套餐;89代100元;,周一至周日 11:00-02:00,010-62666123,53037,,,False,0,900,53037,False,False
吉野家(五棵松店),6580111,日式快餐,吉野家,26363,http://p1.meituan.net/poi/701df473397a9a489e7ed59bae855d8741844.png,3.9,28,1.99,五棵松,17,39.91334,116.279998,海淀区复兴路69号蓝色港湾购物中心北区B1层,-1,"6,",免费停车,单人餐1.9元起，13元鱼香肉丝套餐，18元B8鸭腿饭，2-3人餐65元;,周一至周日 10:30-21:30  2019-02-04 10:30-14:30 2019-02-05至2019-02-07 10:30-19:30,010-68281740,53019,吉野家是一家享有百年历史的著名日本牛肉饭专门店，始创於1899年，良心品质风行百年。吉野家一直以良心品质为本，所有食品均采用精选上等材料烹制而成，即叫即制，务求给予顾客最新鲜、**品质的食品。为了能令顾客无论何时何地都能品尝到少有的味美，吉野家一直始终如一地追求贯注「良心」的「真正品质」，为大家提供快速的服务，舒适的环境以及品质优良、价格合理的美食。日式快餐店。厅堂“干净明亮”，服务“快捷周到”，食物“原汁原味”，“营养健康”。牛肉饭“最经典”，肉“又嫩又香”，米饭“粒粒分明”。一些分店还连着DQ，吃完饭来份“暴风雪”，“爽就一个字”。,,False,1,668,53019,True,False
吉野家(BHG华联百货店),376153,日式快餐,吉野家,26363,http://p1.meituan.net/poi/701df473397a9a489e7ed59bae855d8741844.png,4.2,26,1.99,五道口,17,39.992233,116.339325,海淀区成府路28号BHG华联百货B1层,-1,"133,1482,",,单人餐1.9元起，13元鱼香肉丝套餐，18元B8鸭腿饭，21元B12大碗鸡肉饭，24.9元B13辣猪双拼，29元B2鸡粒辣猪套餐，2-3人餐65元;,周一至周日 10:00-22:00,010-62660209,52797,吉野家是一家享有百年历史的著名日本牛肉饭专门店，始创於1899年，良心品质风行百年。吉野家一直以良心品质为本，所有食品均采用精选上等材料烹制而成，即叫即制，务求给予顾客最新鲜、**品质的食品。为了能令顾客无论何时何地都能品尝到少有的味美，吉野家一直始终如一地追求贯注「良心」的「真正品质」，为大家提供快速的服务，舒适的环境以及品质优良、价格合理的美食。日式快餐店。厅堂“干净明亮”，服务“快捷周到”，食物“原汁原味”，“营养健康”。牛肉饭“最经典”，肉“又嫩又香”，米饭“粒粒分明”。一些分店还连着DQ，吃完饭来份“暴风雪”，“爽就一个字”。,,False,1,633,52797,True,False
巴黎贝甜(朝阳大悦城店),2376136,蛋糕,巴黎贝甜,24296,http://p0.meituan.net/poi/00faa633c970bdbf682bedfb92d2b90c6392.jpg,4.2,29,10.78,朝阳大悦城,14,39.923994,116.51997,朝阳区朝阳北路101号大悦城1楼（交通银行对面）,1,"1263,",,10.7元蒙布朗栗子起酥，10.7元芋泥多多面包，22.5元新品茶饮二选一;48代50元，72代80元;,周一至周日 07:30-22:00,010-85517355,52774,巴黎贝甜是艾丝碧西旗下的品牌。北京艾丝碧西食品有限公司是由韩国食品连锁集团之一的SPC集团投资成立的综合食品企业。Paris Bagutte巴黎贝甜是韩国历史最悠久的食品企业SPC集团旗下的韩国烘焙品牌。目前在韩国，美国（洛杉矶、纽约），中国（上海、北京、天津）拥有1500多家连锁店。主要经营正宗法式面包、新鲜三明治、美味蛋糕、纯正咖啡。巴黎贝甜以60年的烘焙经验及采用新鲜、高级材料的公司宗旨为消费者提供健康美味的产品。,,False,1,31,52774,True,False
口福居老北京涮肉(西单店),8218,老北京火锅,口福居,302110,http://p1.meituan.net/poi/4aaa1ee9283a10891ff449782a3f5a4528760.png,4,87,166,西单,16,39.90974,116.371001,西城区华远街9号置地星座商业中心1层（近王品牛排）,,"58,13,57,",,双人餐166元，4人餐288元，12-15人餐2280元;,周一至周日 11:00-14:00 17:00-22:00,010-58519066,52714,口福居始于改革开放之初的1985年，最早的店址在以“火锅一条街”出名的太平桥大街，是地道的老北京涮肉馆子。现在的口福居成了北京的文化名片，常有老外专程来吃涮肉，而且特意要绕着店里走一圈，欣赏老北京小吃十三绝、老北京人杂耍说唱的木雕。三元桥附近的霄云路店可算是口福居的“旗舰”，全店共四层，可容纳700多人同时就餐。偌大的店堂被木雕门、琉璃墙分成许多区域，既有包厢供亲友小聚，又有宴会厅可办大型酒宴。而且，店里随处可见精巧的木雕、铆钉木门，整个儿就像一件艺术品。,,False,0,220,52714,True,False
文府大厨(长安街西单店),267412,综合自助,文府大厨,29445,,4.7,257,88,西单,16,39.909483,116.370515,西城区西长安街中国银行总行西侧华远街15-2号置地星座D座下沉广场（西单大悦城后）,-1,"58,13,57,",,单人餐88元起，单人午餐98元，单人午/晚餐259元，单人午/晚餐259元，单人午/晚餐319元，单人午/晚餐319元，单人午/晚餐439元;,周一至周日 11:30-14:00 17:30-22:00,010-58518059/58518811,52695,口眼双福，一处同享，触手可及，文府大厨。 文：厚重的人文气息是这里的精彩，西式的后厨，区别于其他的遮遮掩掩，欲盖弥彰，相反的完全呈现和暴露在你的眼前。高高的厨师帽、整齐的厨师服、蓝色的角巾都默默地显示着大厨们的专业与认真。 府：华贵如府，聘请香港资深设计师，以铁板餐饮形式为背景，风尚、简约、瑰丽的厅堂设计，冷艳妖娆，时尚大气。品尝美食的同时又如欣赏风景般流连忘返。 大：“大器早成”，短短的6年，它成长在西单华远街，迎接着慕其美名的食客。大气磅礴，不拘小节。年轻的服务人员，身着红黑色的统一服装，连门口的迎宾百合也在彰显着这里的浪漫和大度。 厨：制胜的利器，技艺高超才能力压群雄，独占鳌头。聘请具有几十年铁板烧经验，厨艺精湛的师傅，手持刀叉，在明亮的铁板台前表演技艺。让食客吃的回味，看的尽兴。,,False,0,157,52695,True,False
重八牛府(双榆树店),4122290,火锅,,0,,5,81,108,双榆树,17,39.968697,116.327079,海淀区双榆树东里15号一零一中学西门西行30米,,"49,111,",免费停车,每满100减12（买单立享）;双人餐108元，4人餐149元;,"周一至周五 11:00-14:00 16:30-22:00  周六,周日 11:00-22:00  2019-02-03 11:00-14:00 2019-02-04至2019-02-10 休息",010-82116899/13718310611,52560,重八秘制手打牛丸火锅，感受全新火锅口味； 香浓骨汤党参锅先喝后涮健康美味； 秘制红油香辣锅劲辣劲爽唇齿留香； **自制手打牛丸货真价实无比Q弹； 真材实料绿色健康享受自然美味。 重八牛府取名朱元璋原名朱重八，锅底秘方来自朱元璋的老家和朱元璋有着很深的渊源，重八秘制牛丸火锅是一种全新的火锅口味，我们在涮品、蔬菜等食材采购上精挑细选，只为把最正宗最健康的美味呈现给大家。饭店全部采用明厨，让喜爱美食的你可以看到菜品上桌前的每一道工序。我们的涮羊肉全部来自内蒙东乌旗散养羊，手打牛丸由特聘厨师手工打造，我们用良心品质保证每一道菜的货真价实，每一种香都是食材本身的香。,,False,0,240,52560,True,False
紫光园(劲松店),266701,北京菜,紫光園,31015,http://p0.meituan.net/poi/07bac06d7eb1a62dfce462bb1ef657e913088.png,4.7,53,9.99,劲松,14,39.887818,116.445375,朝阳区东二环劲松九区907号楼（光明桥东北侧）,,"1451,",,满100减8（买单立享）;双人餐9.9元，单人餐16元，2-3人餐85元;92代100元;,周一至周日 05:00-21:30,010-87713470,52554,“遍地开花”的家常餐馆。菜品“大众口味”，“量多价廉”，“没什么出彩的”，也“不会让人失望”（有人说随着“时间的流逝”、“物价的上涨”，性价比略有“下降”）。环境、服务“还不错”，生意“太好了”，“人多、嘈杂”。“平时家里懒得做饭”或者朋友聚会想“找个实惠又有包间的地方”会考虑去那里。,,False,1,149,52554,True,False
名鼎阁自助火锅烤肉(望京店),159232360,综合自助,,0,,3.3,96,99,望京,14,40.000541,116.46241,朝阳区望京南湖中园京客隆超市三层名鼎阁烤肉火锅自助餐厅,,"1485,147,",,其他99元;,周一至周日 11:30-21:30,010-84726656/13910039502,52494,,,False,0,292,52494,True,False
壹零捌道(月坛店),93019992,烤鸭,,0,,5,100,53,月坛,16,39.916928,116.349545,西城区月坛西街甲2号（宇海酒店西门旁）,,"26,",,双人餐53元起，4人餐188元，3-4人餐429元;95代100元;,周一至周日 09:00-14:00 17:00-21:00,010-68020299,52433,,,False,1,241,52433,True,False
金百万烤鸭店(牡丹园店),2452518,烤鸭,金百万,26508,http://p0.meituan.net/poi/594f1eb7400911cadbee589ed64c9cb8132629.png,3.9,80,90,牡丹园/北太平庄,17,39.979998,116.366176,海淀区花园路甲2号院（近翠微百货向北500米）,1,"114,",停车位收费标准：免费提供,2-3人餐108元，5-6人餐138元，双人餐198元，4人餐368元;90代100元;,周一至周日 10:30-21:30,010-62066697/13716796708,52198,"金百万烤鸭店是以经营正宗北京烤鸭、精品京菜、其他特色菜系以及娱乐为主体的餐饮企业。在北京，金百万是将烤鸭这一""贵族菜""摆上了百姓的餐桌。金百万人时刻关心百姓的健康饮食，经过17年不断推陈出新、精益求精，公司吸收培养了 一批来自全国各地不同菜系的厨师队伍，拥有百余款俱自己特色的菜肴。更以烤鸭、水煮鱼、家常菜等名振京城。不但立下了""以发扬中华传统美食，发展健康百姓 餐饮""为已任的企业精神，而且还定下了""持金色理想、树百年品牌、赢万家满意""的经营理念。",,False,1,106,52198,True,False
青年餐厅(龙德广场店),349087,烤鸭,青年餐厅,1136792,http://p1.meituan.net/poi/7fbe7ed0696ef494c36ca7a4e5d2e52014943.png,4,59,92,天通苑,4750,40.058814,116.415128,昌平区立汤路186号龙德广场5层,5,"69,139,68,",免费停车,92代100元;,周一至周日 10:30-14:00 17:00-21:00,010-83616656,52123,青年餐厅是一家以“精品创新”家常菜为主打的餐厅，并在此基础上，将粤菜、湘菜、川菜、江浙菜等八大菜系巧妙的融合。你也曾质疑连锁餐厅的程式化口味，相信这里总能打消你的疑虑。菜品的原汁原味，选用最地道的食材，繁复的菜式，也不曾精简任何影响入口之美的步骤。,,False,1,416,52123,True,False
金百万烤鸭店(马甸店),264018,烤鸭,金百万,26508,http://p0.meituan.net/poi/594f1eb7400911cadbee589ed64c9cb8132629.png,4,79,90,安贞,14,39.973062,116.390741,朝阳区马甸裕民路3号,,"116,98,1401,115,",停车位收费标准：免费提供,2-3人餐108元，5-6人餐138元，双人餐168元，4人餐398元;90代100元;,周一至周日 10:30-22:00,010-62380012/62000105,51956,北京鸭的道地产地潮白河畔，这里的北京鸭远近闻名，其肉质肥嫩，味道鲜美，体大皮薄，雍容丰满，是“烤鸭”最好的原材料，用北京鸭烤出的鸭子，其鲜美程度远远超过其他品种的鸭子，金百万从其中挑选上等鸭胚，通体白净、丰韵肥美，均在6斤半以上。上等鸭胚，搭配高科技的数码烤炉，使得无论鸭皮厚度、脆度、鸭肉的鲜嫩程度，都堪比20年地道老师傅的手艺。,,False,1,181,51956,True,False
坪亭·铁板烧自助餐厅(中关村店),265155,日式铁板烧,坪亭铁板烧,369604,http://p1.meituan.net/poi/6cee55c9c9a98dc0609b493f7e75742649301.png,4.2,206,219,人民大学,17,39.97545,116.30906,海淀区海淀南路26号1号楼附近（近地铁10号线苏州街B口）,,"109,110,48,",停车位收费标准：中关村店免费停车,单人午餐219元起;,周一至周日 11:00-14:00 17:00-22:00,010-82484490/62574766,51920,坪亭铁板烧遵循保持食物的自然原味，先让其发挥与生俱来的风味，再用多种烹调手法引出食物的甘味与鲜美。简单、严谨的烹调手法加上主菜与配菜的搭配，以至于器皿及用餐环境的意趣，处处可见巧思。这里提供百余种美食供您品尝，更有大厨现场表演待您欣赏。包间、卡座、大厅，更是满足了家庭聚会、公司聚餐、私密约会、商务宴请多种需求。来到坪亭铁板烧来一次精致享受,,False,0,41,51920,True,False
福口居(北太平庄店),1467844,老北京火锅,福口居,853523,http://p0.meituan.net/poi/87b01324253b070f0a1cd3b10062e4d725685.png,5,63,90,牡丹园/北太平庄,17,39.967347,116.363456,海淀区北太平庄北三环中路40号（近国美）,,,免费停车,2-3人餐90元，双人餐136元，4人餐268元，10人餐858元起;90代100元;,周一至周日 11:00-14:30 16:00-22:30,010-62382412,51817,福口居为能更符合国人的生活习惯和营养需求，还始终致力于产品口味的创新与改进，严把原材料和出品关，以更科学的饮食方法，更合理的菜品搭配，更多样的口味选择，及独特的秘制酸梅汤，祖传之麻酱配方，创造出更营养、更健康的绿色东方美食。,,False,0,166,51817,True,False
北京歌华开元大酒店·西餐厅,1651022,综合自助,,0,,4.4,116,168,安贞,14,39.96505,116.39392,朝阳区鼓楼外大街19号北京歌华开元大酒店内（安华桥南）,,"1401,3975,",,单人晚餐168元，单人晚餐188元，单人午餐188元;,周一至周日 全天  2019-02-02至2019-02-10 06:30-10:00,010-62028888-6718,51596,北京歌华开元大酒店是精心打造的中国首家文化传媒主题酒店，于2008年4月中旬开业，在北京奥运会期间被指定为2008北京国际新闻中心。酒店以其浓厚的传媒文化为底蕴，配以豪华完善的先进设施，为顾客提供具有国际品质并富有东方文化特色的优质服务。,,False,0,589,51596,True,False
眉州东坡酒楼(北苑店),363693,川菜,眉州东坡酒楼,840209,http://p1.meituan.net/poi/22f83d3ddb274d5140e7158223eb093312092.png,4.3,68,95,北苑家园,14,40.04281,116.421319,朝阳区北苑家园秋实街一号易事达五层,5,"70,",,95代100元;,周一至周日 06:30-22:00,010-59683335,51565,1996年6月6日，由全国人大常务委员会副委员长王光英题匾，并经北京市朝阳区工商局注册的**家眉州东坡酒楼在京开业。为使企业得到迅速发展，企业于2003年6月24日成立了以饭店管理、餐饮服务、食品加工及销售为主要经营范围的北京眉州酒店管理有限公司，并在京设立公司总部，包括物流中心、中央厨房，注册资金6000万元。公司现已成为旗下拥有“眉州东坡酒楼”、“王家渡火锅”、“眉州小吃”、“眉州私家厨房”、“四川王家渡食品有限公司”五大业态、五十多家分店、6000多名员工的大型餐饮连锁集团。2011年5月31日，成立北京眉州东坡万景投资有限公司，以传承“东坡文化”为核心，以“东坡美食文化”为载体，发展集团美食、娱乐、休闲、购物、旅游、商务等多种业务为一体的服务综合体。将在湖北黄冈市开发十万平方米左右的商业综合项目。,,False,1,49,51565,True,False
吉野家(东方新天地店),263985,日式快餐,吉野家,26363,http://p1.meituan.net/poi/701df473397a9a489e7ed59bae855d8741844.png,4.2,30,1.99,王府井/东单,15,39.909238,116.41308,东城区东长安街1号东方新天地LG层,LG,,,单人餐1.9元起，13元鱼香肉丝套餐，18元B8鸭腿饭;,周一至周日 09:00-21:00,010-85186162,51501,吉野家是一家享有百年历史的著名日本牛肉饭专门店，始创於1899年，良心品质风行百年。吉野家一直以良心品质为本，所有食品均采用精选上等材料烹制而成，即叫即制，务求给予顾客最新鲜、**品质的食品。为了能令顾客无论何时何地都能品尝到少有的味美，吉野家一直始终如一地追求贯注「良心」的「真正品质」，为大家提供快速的服务，舒适的环境以及品质优良、价格合理的美食。日式快餐店。厅堂“干净明亮”，服务“快捷周到”，食物“原汁原味”，“营养健康”。牛肉饭“最经典”，肉“又嫩又香”，米饭“粒粒分明”。一些分店还连着DQ，吃完饭来份“暴风雪”，“爽就一个字”。,,False,1,1033,51501,True,False
食字街区(王府井百货店),6768627,干锅/香锅,食字街区,1233108,,4.2,30,65,王府井/东单,15,39.914118,116.41023,东城区王府井大街253号王府井百货大楼七层北侧,7,"16,81,",,双人餐65元起，2-3人餐98元;,周一至周日 11:00-20:30,13718258660,51501,滇池一家建于1996年，现拥有自主品牌“滇池一家“、”颠桥一家“、”春城老百姓“、”光明米业“、”食字街区“集食品生产和餐饮经营管理的集团化企业。目前拥有600家商户长期使用公司产品。在华北、东北餐饮市场享有品牌知名度,,False,1,124,51501,True,False
松子日本料理(望京店),6637753,日料自助,松子料理,1963465,http://p0.meituan.net/poi/4d03d6a9acabcf930e1feb4d67fa5e87153358.png,4.2,146,48,望京,14,39.996463,116.477813,朝阳区阜通西大街11号合生·麒麟新天地2层,2,"147,1490,1485,",免费停车,9.6折（买单立享）;单人餐48元起，双人餐98元起，单人午餐130元，单人午餐150元;,"周一至周五 11:30-14:00 17:00-22:30  周六,周日 11:00-14:30 17:00-22:30",010-57389962/57389963,51355,松子料理店自1992年在北京创建以来，经过多年的品牌塑造及对料理的不断学习探索，至今已成为深受中外食客喜爱的料理店之一。松子料理店秉承了日本料理的传统工艺，充分地体现出日本料理精华之处，并凝合了中国饮食文化的习惯，使之两者相得益彰。新鲜的材料、纯美的味道、赏心的瓷器、厨师的精心调理，且富于季节感的菜式使得众多食客一饱扶桑美食之福。值得向您介绍的是我们在京首家推出的全自助式午餐，花色繁多的菜肴由您自由搭配，让营养和美味随心变幻，婉若那岛国的风情已经流入您的心田。店内富于浓郁东瀛情调的设计，那一水、一石、一木更能体现出日本料理与大自然和谐美的造化。 松子是一粒种子，当它枝繁叶茂时是与多年来给予我们支持的广大宾客分不开的，我们希望通过自身努力地工作及奋发向上的精神，把最美味的菜肴、最好的服务、最合理的价格奉献给大家。,,False,1,645,51355,True,False
滇草香云南原生态汤火锅(长楹天街购物中心店),41664138,云南火锅,滇草香云南原生态汤火锅,1311413,,4.7,97,88,常营,14,39.925125,116.597551,朝阳区朝阳北路长楹天街购物中心西区5层,5,"1266,",,双人餐138元起，4人餐268元起;88代100元;,周一至周日 10:30-21:30,010-65455569,51329,,,False,0,232,51329,True,False
巴黎贝甜(北苑易世达店),1534107,蛋糕,巴黎贝甜,24296,http://p0.meituan.net/poi/00faa633c970bdbf682bedfb92d2b90c6392.jpg,4.2,29,10.78,北苑家园,14,40.04215,116.42204,朝阳区秋实街1号世代百货1层,1,"70,",,10.7元蒙布朗栗子起酥，10.7元芋泥多多面包，22.5元新品茶饮二选一;48代50元，72代80元;,周一至周日 08:00-22:00,010-84959062,51187,巴黎贝甜是艾丝碧西旗下的品牌。北京艾丝碧西食品有限公司是由韩国食品连锁集团之一的SPC集团投资成立的综合食品企业。Paris Bagutte巴黎贝甜是韩国历史最悠久的食品企业SPC集团旗下的韩国烘焙品牌。目前在韩国，美国（洛杉矶、纽约），中国（上海、北京、天津）拥有1500多家连锁店。主要经营正宗法式面包、新鲜三明治、美味蛋糕、纯正咖啡。巴黎贝甜以60年的烘焙经验及采用新鲜、高级材料的公司宗旨为消费者提供健康美味的产品。,,False,1,0,51187,True,False
木屋烧烤(方庄店),42711389,烤串,木屋烧烤,27864,http://p0.meituan.net/poi/6dac7fb52b2cb64681f1f41724e13f4812073.png,4,72,299,方庄/蒲黄榆,20,39.86445,116.422216,丰台区蒲黄榆路28号（5号线蒲黄榆地铁C口旁）,,"86,3802,87,3795,",免费停车,5-6人餐299元，5-6人餐299元，8-9人餐399元，11-12人餐599元，11-12人餐599元，15-16人餐899元，20人餐1888元;,周一至周日 11:00-02:00,010-57147392,51153,,,False,0,1,51153,True,False
大鸭梨烤鸭店(马家堡店),265575,烤鸭,大鸭梨,24976,http://p1.meituan.net/poi/a45acee85a01c13509676b448324d2f86549.png,3.8,61,88,马家堡/角门,20,39.850383,116.376417,丰台区角门北路5号,,"63,64,1284,1476,",,满100减12（买单立享）;双人餐199元，3-4人餐298元，6-7人餐588元，9-10人餐888元;88代100元;,周一至周日 10:00-21:30,010-67522179/4007328080,51083,大鸭梨烤鸭店，老远就看见了就会让人想象到那张憨态可掬的笑脸，夸张的卡通造型像鸭又像梨，透着一份亲切。大鸭梨的陈设典雅大方，色调明快柔和，更显独特韵味。大鸭梨的饭菜好吃不贵。不论档次高低，每一道菜都被烹制得有形有色更有味，虽是家常，却不寻常低廉的价位更是难得，许多人干脆将这里当作自家饭厅，优质烤鸭：色泽红艳，肉质细嫩，味道醇厚，肥而不腻的特色，色泽略黄，柔软淡香，夹卷其他荤素食物用，为宴席常用面点，更是家常风味小吃,,False,1,588,51083,True,False
豪尚豪牛排(五道口店),1476096,牛排,豪尚豪牛排馆,25903,http://p1.meituan.net/poi/33c7c421308d8f44cd7221ba02bd1a9f151007.png,3.9,65,45,五道口,17,39.992138,116.339316,海淀区成府路28号4层18号,4,"133,1482,",免费停车,45代50元;,周一至周日 11:00-22:00,010-80698785/17611233268,51028,豪尚豪牛排馆，致力于营造“高贵不贵”的专业西餐厅； 口味独特，源于宝岛台湾，专注制作牛排21年，专业的研发团队，独特的腌制方式；豪尚豪坚持将科学的饮食方式同精致的饮食文化相结合， 为您精心准备了中西套餐、精美茶点、时令小菜、时尚饮品等系列。,,False,1,70,51028,True,False
虾吃虾涮(长楹天街店),41231193,虾蟹火锅,虾吃虾涮,2017476,http://p0.meituan.net/poi/a666ceb21dc91872999890e6221e2b6a61642.png,4.5,65,92,常营,14,39.924757,116.600588,朝阳区龙湖长楹天街东区后商业街E区3层328（长楹星座6栋1号观光电梯）,3,"1266,",免费停车,每满100减8（买单立享）;双人餐128元起，4人餐218元起，6人餐328元;92代100元;,周一至周日 11:00-22:30,010-85700829,50906,,,False,1,279,50906,True,False
玉林串串香(东直门簋街店),2545702,串串香,,0,,4,82,85,东直门,15,39.941297,116.429639,东城区东直门内大街5-9号（近地铁东直门站）,,"37,145,214,36,",,双人午餐148元起;85代100元;,周一至周日 全天  非营业时段 2018-02-09至2018-02-09 08:00-08:30,13167508664,50897,1995年，企业创始人肖女士将成都街头巷尾的手提“麻，辣，烫”引入座堂内，并结合火锅的特性，首创了“玉林串串香”，在成都市玉林小区开办了“玉林串串香”风靡蓉城。10多年来，在创世人的带领下，“玉林串串香”坚持以人为本，宾客至上的宗旨，以低廉的价格，丰富的菜品，独特的味道和诚信的原则服务于大众，并经过不断的改进和创新，形成了具有独特风格的“玉林串串香”，并形成了一套自己的并适合大众消费的管理模式,,False,0,128,50897,True,False
木屋烧烤(欢乐谷店),365566,烤串,木屋烧烤,27864,http://p0.meituan.net/poi/6dac7fb52b2cb64681f1f41724e13f4812073.png,4.7,71,299,北京欢乐谷,14,39.872693,116.50095,朝阳区金蝉西路酷车小镇食街,,"1448,1455,",免费停车,5-6人餐299元，8-9人餐399元，11-12人餐599元，11-12人餐599元，15-16人餐899元，20人餐1888元;,周一至周日 11:00-02:00,010-67497577,50880,木屋烧烤，创始于2003年，是知名中式烧烤连锁企业。目前拥有直营门店30余家，主要分布于广东省、北京市，麾下拥有木屋烧烤、木屋户外两大品牌。 木屋烧烤，以中式烧烤为主调，**限度的保留食材的新鲜与美味，始终致力于对卓越用户体验与绿色生活方式的追求，悉心打造中式第三生活空间，为您提供一片私属小天地，还您生活的快乐自然。 木屋户外，专业承接中高端商务聚餐、私人订制派对，专业团队上门，活动策划、组织一条龙服务；同时户外淘宝店出售各类半成品烧烤食材、便携式烤炉等烧烤用品、用具。 木屋烧烤，恭候您光临品鉴！”,,False,0,4,50880,True,False
